date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:50:22	2310/2310	---M--	200	added ('OK')	application/javascript	etag:%22906-5b5f7f506b66c%22	https://www.designesia.com/themes/exhibiz/js/video.resize.js	/home/dhyan/websites/IEEE-particles/www.designesia.com/themes/exhibiz/js/video.resize.js	(from https://www.designesia.com/themes/exhibiz/index-event-particle.html)
17:50:23	2717/2717	---M--	200	added ('OK')	application/javascript	etag:%22a9d-5b5f7f4fb7b73%22	https://www.designesia.com/themes/exhibiz/js/validation.js	/home/dhyan/websites/IEEE-particles/www.designesia.com/themes/exhibiz/js/validation.js	(from https://www.designesia.com/themes/exhibiz/index-event-particle.html)
17:50:24	7154/7154	---M--	200	added ('OK')	application/javascript	etag:%221bf2-5b5f7f507cfab%22	https://www.designesia.com/themes/exhibiz/js/wow.min.js	/home/dhyan/websites/IEEE-particles/www.designesia.com/themes/exhibiz/js/wow.min.js	(from https://www.designesia.com/themes/exhibiz/index-event-particle.html)
17:50:25	21143/21143	---M--	200	added ('OK')	application/javascript	etag:%225297-5b5f7f46a578f%22	https://www.designesia.com/themes/exhibiz/js/jquery.magnific-popup.min.js	/home/dhyan/websites/IEEE-particles/www.designesia.com/themes/exhibiz/js/jquery.magnific-popup.min.js	(from https://www.designesia.com/themes/exhibiz/index-event-particle.html)
17:50:26	12506/12506	---M--	200	added ('OK')	application/javascript	etag:%2230da-5b5f7f4a4726a%22	https://www.designesia.com/themes/exhibiz/js/jquery.stellar.min.js	/home/dhyan/websites/IEEE-particles/www.designesia.com/themes/exhibiz/js/jquery.stellar.min.js	(from https://www.designesia.com/themes/exhibiz/index-event-particle.html)
17:50:27	2254/2254	---M--	200	added ('OK')	application/javascript	etag:%228ce-5b5f7f41eb85f%22	https://www.designesia.com/themes/exhibiz/js/enquire.min.js	/home/dhyan/websites/IEEE-particles/www.designesia.com/themes/exhibiz/js/enquire.min.js	(from https://www.designesia.com/themes/exhibiz/index-event-particle.html)
17:50:29	46587/46587	---M--	200	added ('OK')	application/javascript	etag:%22b5fb-5d704845717d7%22	https://www.designesia.com/themes/exhibiz/js/designesia.js	/home/dhyan/websites/IEEE-particles/www.designesia.com/themes/exhibiz/js/designesia.js	(from https://www.designesia.com/themes/exhibiz/index-event-particle.html)
17:50:30	14530/14530	---M--	200	added ('OK')	application/javascript	etag:%2238c2-5b5f7f458e2da%22	https://www.designesia.com/themes/exhibiz/js/jquery.event.move.js	/home/dhyan/websites/IEEE-particles/www.designesia.com/themes/exhibiz/js/jquery.event.move.js	(from https://www.designesia.com/themes/exhibiz/index-event-particle.html)
17:50:30	11195/11195	---M--	200	added ('OK')	application/javascript	etag:%222bbb-5b5f7f48b8b7a%22	https://www.designesia.com/themes/exhibiz/js/jquery.plugin.js	/home/dhyan/websites/IEEE-particles/www.designesia.com/themes/exhibiz/js/jquery.plugin.js	(from https://www.designesia.com/themes/exhibiz/index-event-particle.html)
17:50:31	34619/34619	---M--	200	added ('OK')	application/javascript	etag:%22873b-5b5f7f44848e5%22	https://www.designesia.com/themes/exhibiz/js/jquery.countdown.js	/home/dhyan/websites/IEEE-particles/www.designesia.com/themes/exhibiz/js/jquery.countdown.js	(from https://www.designesia.com/themes/exhibiz/index-event-particle.html)
17:50:32	187/187	---M--	200	added ('OK')	application/javascript	etag:%22bb-5d7048440c126%22	https://www.designesia.com/themes/exhibiz/js/countdown-custom.js	/home/dhyan/websites/IEEE-particles/www.designesia.com/themes/exhibiz/js/countdown-custom.js	(from https://www.designesia.com/themes/exhibiz/index-event-particle.html)
17:50:33	43009/43009	---M--	200	added ('OK')	application/javascript	etag:%22a801-5b5f7f4e9995e%22	https://www.designesia.com/themes/exhibiz/js/particles.js	/home/dhyan/websites/IEEE-particles/www.designesia.com/themes/exhibiz/js/particles.js	(from https://www.designesia.com/themes/exhibiz/index-event-particle.html)
17:50:34	2863/2863	---M--	200	added ('OK')	application/javascript	etag:%22b2f-5b5f7f4d5f22b%22	https://www.designesia.com/themes/exhibiz/js/particles-settings.js	/home/dhyan/websites/IEEE-particles/www.designesia.com/themes/exhibiz/js/particles-settings.js	(from https://www.designesia.com/themes/exhibiz/index-event-particle.html)
17:50:35	5403/5403	---M--	200	added ('OK')	application/javascript	etag:%22151b-5b5f7f4a79ee8%22	https://www.designesia.com/themes/exhibiz/js/jquery.twentytwenty.js	/home/dhyan/websites/IEEE-particles/www.designesia.com/themes/exhibiz/js/jquery.twentytwenty.js	(from https://www.designesia.com/themes/exhibiz/index-event-particle.html)
17:50:36	35463/35463	---M--	200	added ('OK')	text/css	etag:%228a87-5af97188ec878%22	https://www.designesia.com/themes/exhibiz/revolution/css/settings.css	/home/dhyan/websites/IEEE-particles/www.designesia.com/themes/exhibiz/revolution/css/settings.css	(from https://www.designesia.com/themes/exhibiz/index.html)
17:50:38	115205/115205	---M--	200	added ('OK')	text/css	etag:%221c205-5af9718792d47%22	https://www.designesia.com/themes/exhibiz/revolution/css/layers.css	/home/dhyan/websites/IEEE-particles/www.designesia.com/themes/exhibiz/revolution/css/layers.css	(from https://www.designesia.com/themes/exhibiz/index.html)
17:50:39	2025/2025	---M--	200	added ('OK')	text/css	etag:%227e9-5da78c021fe1d%22	https://www.designesia.com/themes/exhibiz/css/rev-settings.css	/home/dhyan/websites/IEEE-particles/www.designesia.com/themes/exhibiz/css/rev-settings.css	(from https://www.designesia.com/themes/exhibiz/index.html)
17:50:40	59567/59567	---M--	200	added ('OK')	text/css	etag:%22e8af-5af971700a7a7%22	https://www.designesia.com/themes/exhibiz/revolution/css/navigation.css	/home/dhyan/websites/IEEE-particles/www.designesia.com/themes/exhibiz/revolution/css/navigation.css	(from https://www.designesia.com/themes/exhibiz/index.html)
17:50:42	833831/833831	---M--	200	added ('OK')	image/jpeg	etag:%22cb927-5af971275851f%22	https://www.designesia.com/themes/exhibiz/images-event/slider/wide1.jpg	/home/dhyan/websites/IEEE-particles/www.designesia.com/themes/exhibiz/images-event/slider/wide1.jpg	(from https://www.designesia.com/themes/exhibiz/index.html)
17:50:42	855125/855125	---M--	200	added ('OK')	image/jpeg	etag:%22d0c55-5af97127b9f9b%22	https://www.designesia.com/themes/exhibiz/images-event/slider/wide2.jpg	/home/dhyan/websites/IEEE-particles/www.designesia.com/themes/exhibiz/images-event/slider/wide2.jpg	(from https://www.designesia.com/themes/exhibiz/index.html)
17:50:43	4901/4901	---M--	200	added ('OK')	image/png	etag:%221325-5af970454db76%22	https://www.designesia.com/themes/exhibiz/images-event/logo/2b.png	/home/dhyan/websites/IEEE-particles/www.designesia.com/themes/exhibiz/images-event/logo/2b.png	(from https://www.designesia.com/themes/exhibiz/index.html)
17:50:43	5025/5025	---M--	200	added ('OK')	image/png	etag:%2213a1-5af9704519f59%22	https://www.designesia.com/themes/exhibiz/images-event/logo/3b.png	/home/dhyan/websites/IEEE-particles/www.designesia.com/themes/exhibiz/images-event/logo/3b.png	(from https://www.designesia.com/themes/exhibiz/index.html)
17:50:44	5119/5119	---M--	200	added ('OK')	image/png	etag:%2213ff-5af9704613f4e%22	https://www.designesia.com/themes/exhibiz/images-event/logo/4b.png	/home/dhyan/websites/IEEE-particles/www.designesia.com/themes/exhibiz/images-event/logo/4b.png	(from https://www.designesia.com/themes/exhibiz/index.html)
17:50:45	4737/4737	---M--	200	added ('OK')	image/png	etag:%221281-5af9704e785f7%22	https://www.designesia.com/themes/exhibiz/images-event/logo/8b.png	/home/dhyan/websites/IEEE-particles/www.designesia.com/themes/exhibiz/images-event/logo/8b.png	(from https://www.designesia.com/themes/exhibiz/index.html)
17:50:47	104628/104628	---M--	200	added ('OK')	application/javascript	etag:%22198b4-5af971d13efc9%22	https://www.designesia.com/themes/exhibiz/revolution/js/jquery.themepunch.tools.min.js?rev=5.0	/home/dhyan/websites/IEEE-particles/www.designesia.com/themes/exhibiz/revolution/js/jquery.themepunch.tools.min838f.js	(from https://www.designesia.com/themes/exhibiz/index.html)
17:50:48	23389/23389	---M--	200	added ('OK')	application/javascript	etag:%225b5d-5af971d8e8e16%22	https://www.designesia.com/themes/exhibiz/revolution/js/extensions/revolution.extension.video.min.js	/home/dhyan/websites/IEEE-particles/www.designesia.com/themes/exhibiz/revolution/js/extensions/revolution.extension.video.min.js	(from https://www.designesia.com/themes/exhibiz/index.html)
17:50:49	54910/54910	---M--	200	added ('OK')	application/javascript	etag:%22d67e-5af971d0fd8eb%22	https://www.designesia.com/themes/exhibiz/revolution/js/jquery.themepunch.revolution.min.js?rev=5.0	/home/dhyan/websites/IEEE-particles/www.designesia.com/themes/exhibiz/revolution/js/jquery.themepunch.revolution.min838f.js	(from https://www.designesia.com/themes/exhibiz/index.html)
17:50:49	28125/28125	---M--	200	added ('OK')	application/javascript	etag:%226ddd-5af971d83437d%22	https://www.designesia.com/themes/exhibiz/revolution/js/extensions/revolution.extension.slideanims.min.js	/home/dhyan/websites/IEEE-particles/www.designesia.com/themes/exhibiz/revolution/js/extensions/revolution.extension.slideanims.min.js	(from https://www.designesia.com/themes/exhibiz/index.html)
17:50:50	32025/32025	---M--	200	added ('OK')	application/javascript	etag:%227d19-5af971d70b58a%22	https://www.designesia.com/themes/exhibiz/revolution/js/extensions/revolution.extension.layeranimation.min.js	/home/dhyan/websites/IEEE-particles/www.designesia.com/themes/exhibiz/revolution/js/extensions/revolution.extension.layeranimation.min.js	(from https://www.designesia.com/themes/exhibiz/index.html)
17:50:51	25783/25783	---M--	200	added ('OK')	application/javascript	etag:%2264b7-5af971d722c89%22	https://www.designesia.com/themes/exhibiz/revolution/js/extensions/revolution.extension.navigation.min.js	/home/dhyan/websites/IEEE-particles/www.designesia.com/themes/exhibiz/revolution/js/extensions/revolution.extension.navigation.min.js	(from https://www.designesia.com/themes/exhibiz/index.html)
17:50:52	7496/7496	---M--	200	added ('OK')	application/javascript	etag:%221d48-5af971d438b28%22	https://www.designesia.com/themes/exhibiz/revolution/js/extensions/revolution.extension.actions.min.js	/home/dhyan/websites/IEEE-particles/www.designesia.com/themes/exhibiz/revolution/js/extensions/revolution.extension.actions.min.js	(from https://www.designesia.com/themes/exhibiz/index.html)
17:50:53	3118/3118	---M--	200	added ('OK')	application/javascript	etag:%22c2e-5af971d52311e%22	https://www.designesia.com/themes/exhibiz/revolution/js/extensions/revolution.extension.kenburn.min.js	/home/dhyan/websites/IEEE-particles/www.designesia.com/themes/exhibiz/revolution/js/extensions/revolution.extension.kenburn.min.js	(from https://www.designesia.com/themes/exhibiz/index.html)
